arrival_date_year,adults,children,is_repeated_guest,total_of_special_requests,adr,hotel,lead_time,is_canceled,previous_cancellations,booking_changes,required_car_parking_spaces
2016,2,0.0,0,3,126.9,0,144,1,0,0,0
2017,3,0.0,0,0,68.0,1,55,1,0,0,0
2017,2,0.0,0,2,90.0,1,89,0,0,0,1
2017,2,0.0,0,2,117.0,0,171,1,0,0,0
2017,2,0.0,0,0,45.0,1,0,0,0,0,0
2016,2,0.0,0,0,81.0,1,214,0,0,5,0
2016,1,0.0,0,2,133.0,0,1,0,0,1,0
2016,2,0.0,0,1,70.2,1,81,1,0,0,0
2015,2,0.0,0,1,87.3,1,98,0,0,0,1
2017,2,0.0,0,3,57.6,1,15,1,2,0,0
2016,3,0.0,0,1,127.0,0,7,1,0,2,0
2016,1,2.0,0,0,171.72,0,59,1,0,0,0
2016,3,0.0,0,2,145.85,0,161,0,0,1,1
2017,2,0.0,0,2,186.0,0,70,0,0,0,0
2016,2,0.0,0,1,96.02,0,28,0,0,0,0
2015,2,0.0,0,0,58.0,0,15,1,0,0,0
2016,2,0.0,0,1,146.96,0,57,0,0,0,0
2016,1,0.0,0,0,91.0,1,1,0,0,0,1
2017,2,0.0,0,0,85.0,0,83,0,0,0,0
2015,1,0.0,0,0,36.0,1,114,1,0,0,0
2016,2,0.0,0,1,91.2,0,67,1,0,0,0
2015,2,0.0,0,0,70.0,0,40,0,0,0,0
2017,3,0.0,0,0,162.0,0,69,1,0,0,0
2017,2,0.0,0,0,90.0,0,521,1,0,0,0
2016,2,0.0,0,1,132.6,0,111,0,0,0,0
2016,2,1.0,0,2,134.0,0,0,1,0,0,0
2016,2,0.0,0,1,116.1,0,30,0,0,0,0
2017,2,0.0,0,0,67.0,1,302,0,0,0,1
2016,2,0.0,0,0,104.67,0,16,0,0,0,0
2017,2,0.0,0,0,90.0,0,159,1,0,0,0
2016,2,0.0,0,0,60.3,1,107,0,0,0,0
2016,3,0.0,0,2,96.9,0,167,0,0,0,0
2017,2,0.0,0,1,149.0,0,64,0,0,0,0
2017,2,0.0,0,3,98.0,0,15,0,0,0,0
2015,2,0.0,0,1,115.0,0,29,0,0,0,0
2015,2,0.0,0,1,103.84,0,6,0,0,0,0
2016,2,0.0,0,0,55.0,1,131,1,0,0,0
2016,2,0.0,0,1,64.0,1,24,0,0,0,1
2017,2,0.0,0,0,95.76,0,119,0,0,0,0
2015,2,0.0,0,0,110.7,1,76,0,0,0,0
2017,2,0.0,0,2,140.0,0,48,0,0,0,0
2016,2,0.0,0,1,80.75,0,128,0,0,0,0
2016,2,0.0,0,1,48.0,1,1,0,0,0,0
2016,2,0.0,0,1,149.0,0,29,0,0,0,0
2017,3,0.0,0,0,164.33,0,10,0,0,0,0
2017,2,0.0,0,1,108.0,0,0,0,0,0,1
2017,3,0.0,0,1,139.5,0,315,1,0,0,0
2017,2,0.0,0,1,121.0,1,352,0,0,0,0
2016,1,0.0,0,1,111.33,0,94,0,0,1,0
2016,2,0.0,0,1,60.98,0,45,0,0,0,0
2017,2,0.0,0,0,121.43,0,154,0,0,0,0
2017,2,0.0,0,1,239.66,1,6,0,0,0,0
2017,2,2.0,0,0,235.0,0,182,1,0,0,0
2015,2,0.0,0,0,66.64,1,39,0,0,0,0
2017,2,0.0,0,0,126.0,0,65,0,0,0,0
2016,2,0.0,0,1,48.0,1,15,1,0,0,0
2017,2,0.0,0,2,99.0,0,331,1,0,0,0
2016,2,0.0,0,0,69.6,0,12,1,0,0,0
2015,3,0.0,0,1,108.8,1,40,1,0,0,0
2016,2,0.0,0,0,77.85,1,96,0,0,1,0
2015,1,0.0,0,0,98.0,0,72,0,0,1,0
2016,3,0.0,0,0,130.0,0,5,0,0,0,0
2016,2,0.0,0,0,43.0,1,0,0,0,0,0
2017,2,0.0,0,3,210.0,1,194,0,0,3,1
2017,1,0.0,0,0,90.0,0,102,0,0,1,0
2016,1,0.0,0,0,65.0,0,0,0,0,0,0
2016,2,0.0,0,1,61.2,1,143,0,0,0,0
2016,2,0.0,0,0,80.0,0,1,0,0,0,0
2016,3,0.0,0,1,85.72,1,146,0,0,1,0
2016,2,0.0,0,2,90.0,1,244,1,0,0,0
2017,1,0.0,0,2,150.0,0,6,0,0,0,0
2015,2,0.0,0,2,198.33,1,12,0,0,0,0
2016,1,0.0,0,1,80.0,0,2,0,0,0,0
2016,2,0.0,0,1,125.0,0,184,0,0,0,0
2015,2,0.0,0,2,46.0,1,75,0,0,0,0
2017,1,0.0,0,1,150.0,0,3,0,0,0,0
2017,2,0.0,0,1,108.0,0,168,0,0,0,0
2016,2,0.0,0,1,84.58,0,100,0,0,0,0
2016,2,0.0,0,0,81.0,0,2,0,0,0,0
2016,2,0.0,0,0,98.0,0,101,0,0,0,0
2017,3,0.0,0,2,175.5,0,174,0,0,0,0
2017,2,0.0,0,1,79.2,0,52,0,0,0,0
2016,2,0.0,0,0,113.0,1,6,0,0,0,1
2016,1,0.0,0,1,40.0,1,0,0,0,6,0
2015,2,0.0,0,0,102.5,0,0,0,0,0,0
2017,2,1.0,0,1,303.7,1,117,1,0,0,0
2016,2,1.0,0,2,67.5,0,0,0,0,0,0
2016,2,1.0,0,0,221.18,0,100,0,0,0,0
2017,3,0.0,0,3,115.6,0,41,0,0,0,0
2016,3,0.0,0,1,72.5,0,47,0,0,3,0
2016,2,0.0,0,0,112.95,0,40,1,0,0,0
2016,2,0.0,0,1,68.4,1,29,0,0,0,0
2017,2,0.0,0,0,118.35,0,294,1,0,0,0
2016,2,0.0,0,1,0.0,1,4,0,0,2,0
2016,2,0.0,0,1,160.0,0,13,0,0,0,0
2016,2,0.0,0,1,72.25,0,88,0,0,0,0
2015,2,0.0,0,0,120.6,1,29,0,0,0,0
2017,2,0.0,0,0,124.0,0,66,0,0,0,0
2017,2,0.0,0,1,120.0,1,19,1,0,0,0
2017,2,0.0,0,2,100.3,0,44,0,0,0,0
2015,1,0.0,0,0,40.0,1,13,0,0,0,0
2017,3,0.0,0,0,188.0,0,16,1,0,0,0
2016,1,0.0,0,0,95.0,0,4,0,0,0,0
2017,1,1.0,0,0,121.0,0,180,1,0,0,0
2017,3,0.0,0,0,139.4,0,45,0,0,0,0
2017,1,0.0,0,1,26.64,1,295,0,0,0,0
2015,3,0.0,0,1,90.0,0,66,0,0,0,0
2015,1,0.0,0,0,48.0,1,4,0,0,0,0
2016,2,0.0,0,1,46.67,0,24,0,0,0,0
2015,2,0.0,0,0,76.5,0,111,0,0,0,0
2015,2,0.0,0,2,117.67,0,6,0,0,0,0
2015,2,0.0,0,0,173.0,1,0,0,0,1,0
2016,1,0.0,0,0,110.0,0,118,0,0,1,0
2017,1,0.0,0,0,120.0,0,183,1,0,0,0
2016,1,0.0,0,0,87.3,0,72,1,0,0,0
2017,1,0.0,0,0,95.0,0,152,1,0,0,0
2017,2,0.0,0,0,80.1,0,244,1,0,0,0
2016,2,0.0,0,2,137.57,1,107,0,0,1,0
2016,2,0.0,0,0,12.0,0,1,0,0,1,0
2016,2,0.0,0,0,75.8,1,181,0,0,0,0
2016,2,0.0,0,1,125.1,0,32,0,0,0,1
2015,1,0.0,0,1,47.0,1,1,0,0,0,0
2016,3,0.0,0,0,105.0,0,67,0,0,0,0
2016,3,0.0,0,0,35.24,1,40,0,0,0,0
2016,2,0.0,0,0,96.3,0,137,0,0,0,0
2016,1,0.0,1,1,40.0,0,8,0,0,1,0
2016,2,0.0,0,0,132.6,0,71,1,0,0,0
2017,2,0.0,0,0,79.2,0,51,1,0,0,0
2017,2,0.0,0,1,200.0,0,4,0,0,0,0
2016,2,0.0,0,1,36.14,1,2,0,0,0,0
2017,2,0.0,0,2,105.0,1,0,1,0,0,0
2016,2,0.0,0,1,30.0,1,15,0,0,0,0
2016,2,0.0,0,0,112.0,1,143,0,0,0,0
2015,1,0.0,0,0,59.07,0,204,0,0,1,0
2017,2,2.0,0,2,125.0,1,54,1,0,0,0
2017,2,0.0,0,0,85.29,0,13,0,0,0,0
2017,2,0.0,0,0,195.98,1,364,1,0,0,0
2017,1,0.0,0,0,6.0,0,0,1,0,1,0
2016,3,0.0,0,1,107.1,0,32,1,0,0,0
2017,2,0.0,0,1,153.2,1,110,0,0,0,0
2017,2,0.0,0,0,135.33,0,142,1,0,0,0
2016,2,0.0,0,1,84.0,1,63,0,0,0,0
2016,2,0.0,0,0,65.49,0,107,0,0,0,0
2017,2,2.0,0,1,156.6,0,130,0,0,0,0
2015,2,0.0,0,1,123.0,1,67,0,0,0,0
2017,1,0.0,0,0,95.0,1,183,0,0,0,0
2016,2,0.0,0,2,121.0,0,1,0,0,0,0
2017,2,0.0,0,1,185.0,0,99,1,0,0,0
2016,2,0.0,0,2,55.06,1,178,0,0,0,0
2015,2,0.0,0,1,137.8,1,56,0,0,0,1
2017,2,0.0,0,3,214.0,1,15,0,0,0,0
2016,4,0.0,0,2,174.42,0,74,0,0,0,0
2017,3,0.0,0,1,195.0,0,82,1,0,0,0
2016,2,0.0,0,0,58.0,1,87,1,0,0,0
2017,2,2.0,0,1,211.0,1,106,0,0,0,1
2017,1,0.0,0,1,65.0,0,4,0,0,0,1
2015,2,0.0,0,1,96.3,0,36,0,0,0,0
2017,2,0.0,0,2,74.8,0,10,0,0,0,0
2016,2,0.0,0,1,139.0,0,4,0,0,0,0
2016,1,0.0,0,0,95.0,0,4,0,0,1,0
2016,2,1.0,0,2,135.9,0,53,0,0,0,0
2017,2,0.0,0,2,230.0,1,40,0,0,0,0
2017,1,0.0,0,0,160.0,0,7,0,0,0,0
2016,2,0.0,0,3,63.0,1,23,0,0,0,0
2016,3,0.0,0,1,137.7,0,52,0,0,1,0
2015,1,0.0,0,2,79.2,1,183,1,1,0,0
2017,1,0.0,0,0,108.0,0,15,0,0,2,0
2017,1,0.0,1,1,67.0,0,4,0,1,0,0
2015,2,0.0,0,0,36.05,1,87,1,0,0,0
2016,2,0.0,0,0,100.7,0,29,1,0,0,0
2016,2,0.0,0,1,83.9,0,37,0,0,0,0
2016,2,0.0,0,0,30.0,1,1,0,0,0,0
2017,2,0.0,0,0,74.8,0,40,0,0,0,0
2017,2,0.0,0,0,128.0,0,8,0,0,0,0
2016,2,0.0,0,0,88.0,0,7,0,0,1,0
2017,2,0.0,0,0,87.5,0,13,0,0,0,0
2017,2,0.0,0,0,48.0,1,30,1,0,0,0
2016,2,0.0,0,1,110.0,0,27,0,0,0,0
2017,1,0.0,0,0,59.8,0,30,0,0,0,0
2016,2,0.0,0,0,91.0,0,5,0,0,0,0
2017,2,0.0,0,0,108.0,0,106,1,0,0,0
2017,2,0.0,0,3,84.15,0,283,0,0,0,0
2017,1,0.0,0,0,48.6,1,13,0,0,0,0
2015,2,0.0,0,0,90.0,0,141,1,0,0,0
2017,2,0.0,0,0,266.06,1,8,0,0,1,1
2017,2,0.0,0,1,84.0,0,14,0,0,0,0
2016,1,0.0,0,0,71.0,0,31,1,0,0,0
2016,2,0.0,0,1,120.7,0,52,0,0,0,0
2016,2,0.0,0,0,48.0,1,385,1,0,2,0
2017,2,0.0,0,0,82.88,0,34,1,0,0,0
2015,1,0.0,0,0,120.0,0,13,0,0,1,0
2017,2,0.0,0,0,48.0,1,13,0,0,0,0
2016,2,0.0,0,0,80.75,0,80,0,0,0,0
2017,2,0.0,0,1,95.0,0,1,0,0,0,0
2016,2,0.0,0,0,75.8,0,38,0,0,0,0
2016,2,0.0,0,1,54.0,1,42,0,0,1,0
2016,2,0.0,0,0,130.4,1,105,1,0,0,0
2017,1,0.0,0,0,62.4,0,23,0,0,0,0
2016,2,0.0,0,2,136.0,0,1,0,0,0,0
2016,1,0.0,0,0,80.0,0,11,0,0,0,0
2016,2,0.0,0,1,134.85,0,77,0,0,0,0
2016,2,2.0,0,0,168.3,0,222,1,0,0,0
2016,1,0.0,1,0,110.0,0,9,0,0,0,0
2017,2,0.0,0,1,117.0,0,78,1,0,1,0
2016,2,0.0,0,0,43.2,1,41,0,0,0,0
2015,2,0.0,0,0,112.63,1,190,0,0,0,0
2016,1,2.0,0,1,211.8,1,177,0,0,1,1
2017,1,0.0,0,0,61.0,1,25,0,0,1,0
2017,2,0.0,0,2,99.0,0,222,1,0,0,0
2017,2,0.0,1,2,98.0,0,0,0,0,0,0
2016,3,0.0,0,2,130.55,0,173,0,0,0,1
2017,2,2.0,0,0,179.1,0,181,1,0,0,0
2017,1,0.0,0,0,83.67,1,6,0,0,0,0
2016,2,2.0,0,0,197.1,1,145,0,0,0,0
2016,2,2.0,0,1,116.1,1,109,0,0,0,1
2016,2,1.0,0,0,162.24,1,23,1,0,0,0
2016,2,0.0,0,0,150.3,0,84,0,0,0,0
2017,3,1.0,0,0,223.57,1,131,1,0,0,0
2015,1,0.0,0,0,65.0,0,7,1,1,0,0
2017,1,0.0,0,0,95.0,0,5,0,0,0,0
2017,2,1.0,0,1,162.0,0,58,0,0,0,0
2015,1,0.0,0,0,65.0,0,22,0,0,0,0
2016,2,0.0,0,0,72.0,1,364,0,0,1,1
2017,2,0.0,0,1,120.0,1,154,0,0,1,0
2016,1,0.0,0,0,67.0,0,52,0,0,1,1
2017,2,0.0,0,0,104.49,1,259,0,0,0,0
2016,2,0.0,0,0,80.0,0,23,0,0,0,0
2015,2,0.0,0,1,85.5,1,237,0,0,0,0
2017,3,0.0,0,0,175.5,0,143,1,0,0,0
2017,2,0.0,0,1,30.9,1,338,0,0,0,0
2015,2,0.0,0,0,98.0,0,69,1,1,0,0
2016,1,0.0,0,0,148.5,1,5,0,0,0,0
2017,2,0.0,0,0,134.1,0,49,1,0,0,0
2016,2,0.0,0,1,206.1,1,131,0,0,2,0
2017,2,2.0,0,0,198.0,0,45,1,0,0,0
2015,1,0.0,0,0,109.0,0,13,0,0,0,0
2016,2,0.0,0,1,149.4,0,92,0,0,0,0
2016,2,0.0,0,1,172.0,1,132,0,0,0,0
2016,2,0.0,0,0,33.3,1,72,0,0,0,0
2016,1,0.0,0,1,94.5,0,135,1,0,0,0
2016,2,0.0,0,1,145.8,0,54,0,0,0,0
2017,2,0.0,1,0,127.0,1,1,0,0,0,1
2017,2,1.0,1,0,93.0,1,0,0,0,0,0
2016,2,0.0,0,1,105.3,0,77,1,0,0,0
2017,2,0.0,0,0,80.1,0,149,0,0,0,0
2016,2,0.0,0,1,115.0,0,320,0,0,0,0
2017,1,0.0,0,2,67.0,0,21,1,0,0,0
2016,1,0.0,0,0,67.0,0,9,0,0,2,0
2016,1,0.0,0,3,88.4,0,26,1,0,0,0
2016,2,0.0,0,1,100.0,0,27,0,0,0,0
2017,2,2.0,0,0,204.0,0,46,1,0,0,0
2016,2,0.0,0,0,85.0,0,52,0,0,0,0
2016,3,0.0,0,2,137.7,0,99,0,0,0,0
2016,1,0.0,0,0,110.0,0,100,0,0,1,0
2017,2,0.0,0,1,99.0,0,215,0,0,0,0
2015,1,0.0,0,1,159.75,0,0,0,0,0,0
2016,2,0.0,0,1,325.0,1,31,0,0,0,0
2017,2,0.0,0,0,151.2,0,98,0,0,1,0
2016,2,0.0,0,1,130.0,0,23,0,0,0,0
2015,2,0.0,0,1,94.5,0,30,1,0,0,0
2016,2,0.0,0,0,52.2,1,31,0,0,0,0
2015,2,0.0,0,0,116.04,0,9,1,0,0,0
2016,2,2.0,0,0,236.67,1,66,1,0,0,0
2017,2,0.0,0,1,140.0,0,0,0,0,0,0
2017,2,2.0,0,1,234.0,0,9,0,0,0,0
2016,2,0.0,0,0,116.0,1,92,1,0,0,0
2017,2,0.0,0,0,158.6,1,195,0,0,0,0
2017,2,0.0,0,1,139.5,0,147,1,0,0,0
2017,2,0.0,0,1,77.0,0,1,0,0,0,1
2017,2,0.0,0,1,117.0,0,136,0,0,2,0
2015,2,0.0,0,0,79.5,1,28,0,0,0,1
2016,2,1.0,0,1,169.93,1,230,0,0,2,0
2017,2,0.0,0,2,150.0,0,44,0,0,0,0
2016,2,0.0,0,1,124.52,0,13,0,0,0,0
2017,1,0.0,0,0,175.0,0,0,0,0,0,0
2016,1,0.0,0,2,197.0,0,33,0,0,0,0
2015,2,0.0,0,0,58.0,0,4,0,0,0,0
2015,2,0.0,0,1,62.69,1,125,0,0,0,0
2016,1,0.0,0,0,114.0,0,0,0,0,1,0
2015,2,0.0,0,1,72.25,0,90,1,0,0,0
2017,0,0.0,1,0,0.0,0,0,0,0,0,0
2016,2,0.0,0,1,219.0,1,1,0,0,0,0
2017,1,0.0,1,0,67.0,0,5,0,0,0,0
2016,2,0.0,0,0,60.13,1,10,0,0,0,0
2015,2,0.0,0,1,39.99,1,5,0,0,0,0
2016,2,0.0,0,1,80.75,0,101,1,0,0,0
2016,2,0.0,0,0,219.0,1,15,0,0,0,0
2016,2,2.0,0,0,187.85,0,101,1,0,0,0
2017,2,1.0,0,2,144.0,0,111,1,0,0,0
2017,3,0.0,0,1,190.0,0,32,0,0,0,0
2017,2,0.0,0,0,135.5,0,15,0,0,0,0
2017,2,0.0,0,0,126.0,0,96,1,0,0,0
2017,2,0.0,0,0,110.0,1,148,1,0,0,0
2015,2,0.0,0,0,105.08,1,17,1,0,0,0
2016,2,0.0,0,1,55.8,1,159,1,0,0,0
2016,2,0.0,0,0,48.0,1,36,0,0,0,0
2016,2,0.0,0,1,79.2,1,132,1,0,0,0
2016,2,1.0,0,0,97.5,1,0,0,0,1,0
2017,2,0.0,0,2,199.0,1,136,0,0,3,0
2017,2,0.0,0,3,55.5,1,319,0,0,1,0
2017,2,0.0,0,2,190.0,0,35,0,0,0,0
2017,2,0.0,0,0,86.7,1,259,0,0,0,0
2016,1,0.0,1,0,65.0,0,2,0,3,2,0
2017,3,0.0,0,0,190.0,0,34,1,0,0,0
2017,2,0.0,0,3,135.0,1,10,0,0,0,0
2017,2,0.0,0,1,79.2,0,76,1,0,0,0
2017,2,0.0,0,2,95.31,0,16,0,0,0,0
2016,2,0.0,0,1,100.67,1,21,0,0,0,1
2016,2,0.0,0,0,0.0,0,0,0,0,0,0
2016,1,0.0,0,3,97.0,0,1,0,0,0,1
2016,2,0.0,0,1,99.0,0,1,0,0,0,0
2016,1,0.0,0,0,55.0,1,2,0,0,0,0
2016,1,0.0,1,0,117.9,0,7,0,0,0,0
2016,2,0.0,0,1,98.0,1,123,0,0,0,1
2015,1,0.0,0,0,72.0,0,12,0,0,1,0
2017,2,0.0,0,1,156.25,1,212,0,0,4,0
2016,2,0.0,0,0,61.0,1,5,0,0,2,0
2017,1,0.0,0,0,35.0,1,0,0,0,0,0
2016,1,0.0,0,0,39.0,1,0,0,0,0,0
2015,1,0.0,0,0,47.0,1,160,0,0,1,0
2015,2,0.0,0,1,200.0,0,12,0,0,0,0
2017,2,0.0,0,1,134.85,1,154,0,0,0,0
2015,1,0.0,0,1,47.54,1,260,1,0,0,0
2017,2,0.0,0,0,84.8,1,128,0,0,0,0
2015,1,0.0,0,0,85.0,0,0,0,0,1,0
2017,2,2.0,0,2,168.0,0,147,1,0,0,0
2016,1,2.0,0,2,168.3,0,39,0,0,0,0
2017,2,0.0,0,0,220.0,1,142,1,0,0,0
2015,3,0.0,0,0,196.35,0,37,0,0,2,1
2016,2,0.0,0,0,73.07,0,0,0,0,1,0
2016,3,0.0,0,1,161.8,0,11,0,0,0,0
2015,4,0.0,1,0,16.0,1,4,1,1,1,0
2017,2,0.0,0,0,34.0,1,1,0,0,0,0
2016,3,0.0,0,0,136.0,0,119,0,0,1,0
2017,2,0.0,0,1,146.0,0,12,1,0,0,0
2017,2,0.0,0,0,117.0,1,39,1,0,0,0
2016,2,0.0,0,0,80.0,1,14,1,0,0,0
2015,2,0.0,0,3,64.6,0,53,0,0,0,0
2016,2,0.0,0,2,121.83,0,150,0,0,0,0
2016,2,0.0,0,0,85.6,0,101,0,0,0,0
2015,2,0.0,0,0,80.0,1,239,0,0,0,0
2016,1,0.0,0,0,67.0,0,14,0,0,0,0
2015,2,0.0,0,0,60.0,0,21,0,0,0,0
2016,3,0.0,0,0,237.6,1,12,0,0,1,0
2017,2,0.0,0,1,117.0,0,87,0,0,0,1
2016,2,2.0,0,0,198.59,0,151,1,0,2,0
2015,2,1.0,0,1,40.5,1,2,0,0,1,0
2017,2,0.0,0,1,44.0,1,6,0,0,0,0
2016,1,0.0,0,1,54.0,1,205,0,0,1,0
2016,2,0.0,0,0,92.0,1,322,0,0,0,0
2017,2,0.0,0,0,112.5,0,116,1,0,0,0
2016,2,2.0,0,1,137.0,1,251,0,0,1,0
2016,1,0.0,0,0,80.0,0,238,0,0,0,0
2016,1,0.0,0,0,100.25,1,196,0,0,2,0
2017,2,0.0,0,2,108.0,0,75,0,0,0,0
2017,2,0.0,0,0,162.0,0,149,0,0,0,0
2017,1,0.0,0,0,100.0,0,68,0,0,0,0
2016,3,0.0,0,2,227.0,1,16,0,0,1,1
2016,2,0.0,0,0,94.05,0,28,1,0,0,0
2017,2,0.0,0,2,93.6,0,127,1,0,0,0
2017,2,0.0,0,0,37.8,1,209,1,0,0,0
2016,1,0.0,0,1,94.0,0,8,0,0,0,0
2015,2,0.0,0,1,76.5,0,142,0,0,0,0
2017,2,0.0,0,0,130.5,0,146,1,0,0,0
2016,1,0.0,0,0,60.0,0,25,0,0,1,0
2015,1,0.0,1,0,65.0,0,0,0,0,1,0
2017,2,0.0,0,0,74.8,0,40,1,0,0,0
2016,2,0.0,0,0,140.4,0,85,0,0,0,0
2016,1,0.0,0,0,94.2,0,30,0,0,1,0
2016,3,0.0,0,0,133.2,0,134,1,0,0,0
2016,1,0.0,0,0,79.0,1,79,1,0,0,0
2017,3,0.0,0,0,210.0,0,7,1,0,0,0
2016,2,0.0,0,0,159.0,1,8,0,0,0,0
2015,2,0.0,0,0,58.95,1,246,1,1,0,0
2017,1,0.0,0,1,125.0,0,121,0,0,1,0
2017,2,0.0,0,2,90.46,0,160,1,0,1,0
2017,3,0.0,0,2,201.4,0,102,0,0,0,0
2016,2,0.0,0,2,127.8,0,50,0,0,0,1
2017,3,0.0,0,1,230.0,0,5,0,0,0,0
2016,2,0.0,0,0,76.5,0,94,1,0,0,0
2016,2,0.0,0,1,99.79,0,63,0,0,0,0
2016,1,0.0,0,0,48.0,1,236,0,0,1,1
2017,2,0.0,0,1,267.5,1,164,0,0,1,1
2016,2,0.0,0,0,75.0,0,70,0,0,0,0
2017,2,0.0,0,0,123.12,0,75,0,0,0,0
2016,2,0.0,0,2,62.75,1,2,0,0,0,0
2015,2,0.0,0,0,60.0,1,15,1,1,0,0
2016,2,0.0,0,1,69.22,0,49,0,0,0,0
2016,2,0.0,0,1,139.0,0,23,0,0,0,0
2017,2,0.0,0,0,242.0,1,50,1,0,0,0
2016,2,1.0,0,2,103.7,0,92,1,0,1,0
2017,2,0.0,0,3,150.0,0,7,0,0,1,0
2017,2,0.0,0,0,85.0,0,127,0,0,1,0
2016,2,1.0,0,1,247.0,1,22,0,0,0,0
2016,2,2.0,0,0,126.4,1,184,1,0,0,0
2017,1,0.0,0,2,114.2,0,33,0,0,2,0
2017,1,0.0,0,1,55.0,1,1,0,0,0,0
2016,2,0.0,0,1,118.8,0,186,1,0,0,0
2017,1,0.0,0,1,120.0,0,21,0,0,0,0
2017,2,0.0,0,0,110.25,0,97,0,0,0,0
2017,2,0.0,0,0,55.0,1,2,0,0,0,0
2015,2,0.0,0,0,135.14,1,42,0,0,0,0
2016,2,0.0,0,2,88.77,0,208,0,0,0,0
2016,2,0.0,0,1,165.75,0,5,1,0,0,0
2017,2,0.0,0,0,68.0,1,0,0,0,2,0
2016,3,0.0,0,1,178.28,1,213,1,0,0,0
2016,2,0.0,0,1,65.0,1,4,1,0,0,0
2016,2,0.0,0,1,52.4,1,41,0,0,0,0
2017,1,0.0,0,1,121.5,0,171,0,0,4,0
2016,2,1.0,0,0,185.25,1,152,0,0,0,0
2016,2,0.0,0,1,95.0,0,106,0,0,0,0
2016,2,0.0,0,4,96.9,0,61,1,0,0,0
2017,2,0.0,0,0,103.25,0,23,0,0,0,0
2016,2,0.0,0,1,50.0,1,11,0,0,0,0
2016,2,0.0,0,0,48.0,1,2,1,0,0,0
2016,2,0.0,0,1,78.3,0,54,0,0,0,0
2016,2,0.0,0,0,78.0,0,24,1,0,0,0
2017,2,0.0,0,2,79.2,0,74,1,0,0,0
2017,2,1.0,0,2,162.0,0,99,0,0,0,0
2015,1,0.0,0,0,36.0,1,36,0,0,2,0
2017,2,0.0,0,1,109.8,1,302,1,0,2,0
2016,2,0.0,0,1,73.1,1,93,1,0,0,0
2016,1,0.0,0,0,90.9,0,119,0,0,0,0
2017,2,0.0,0,3,113.0,0,27,0,0,0,0
2017,2,1.0,0,0,52.5,1,217,1,0,0,0
2017,2,0.0,0,1,98.1,0,23,0,0,0,0
2016,2,2.0,0,3,190.8,0,63,1,0,0,0
2016,1,0.0,0,1,146.6,0,81,0,0,0,0
2016,2,0.0,0,0,251.0,1,10,0,0,0,1
2015,2,0.0,0,0,75.0,0,1,0,0,0,0
2016,2,0.0,0,0,87.3,0,35,1,0,0,0
2017,2,0.0,0,1,122.4,0,457,0,0,2,0
2017,1,0.0,0,1,35.5,1,37,0,0,0,1
2017,2,0.0,0,0,125.0,0,142,1,0,0,0
2016,2,0.0,0,1,90.0,0,335,0,0,2,0
2016,0,0.0,1,1,0.0,0,0,0,0,0,0
2017,2,0.0,0,3,103.75,0,12,0,0,1,0
2016,2,2.0,0,0,93.0,1,22,1,0,0,0
2017,2,0.0,0,0,103.75,1,270,0,0,0,0
2017,2,0.0,0,0,104.91,1,173,0,0,0,1
2015,1,0.0,0,0,38.0,1,2,0,0,0,0
2016,2,0.0,0,2,70.55,0,294,1,0,0,0
2016,2,0.0,0,0,95.0,0,44,0,0,0,0
2015,2,0.0,0,0,48.0,0,199,1,1,0,0
2017,2,0.0,0,0,54.4,1,5,0,0,0,0
2016,2,0.0,0,1,134.86,1,195,0,0,0,1
2016,2,0.0,0,0,81.9,1,166,0,0,2,0
2016,1,0.0,0,1,89.64,0,23,1,0,0,0
2017,2,0.0,0,1,112.67,0,423,0,0,0,0
2015,2,0.0,0,1,70.0,0,97,0,0,0,0
2017,2,0.0,0,1,166.67,0,1,0,0,0,0
2016,2,0.0,0,0,90.1,1,205,0,0,0,0
2016,1,0.0,0,0,95.0,0,0,0,0,0,0
2017,2,0.0,0,0,102.0,0,11,0,0,0,0
2015,2,0.0,0,1,129.0,1,333,0,0,0,0
2016,2,0.0,0,0,77.85,1,165,0,0,0,0
2016,1,0.0,0,0,81.0,0,35,1,0,0,0
2017,2,0.0,0,3,121.5,0,69,0,0,0,0
2016,2,0.0,0,0,64.56,0,186,0,0,0,0
2017,2,0.0,0,0,120.0,0,67,0,0,1,0
2017,2,0.0,0,1,117.0,0,180,1,0,0,0
2015,2,0.0,0,1,56.0,1,11,0,0,0,1
2016,2,1.0,0,0,179.0,1,18,1,0,0,0
2017,2,0.0,0,1,120.0,0,64,0,0,0,0
2016,2,0.0,0,1,90.95,0,94,0,0,0,0
2016,2,0.0,0,0,75.0,0,83,0,0,0,0
2016,2,0.0,0,0,55.0,1,54,0,0,0,0
2016,1,0.0,0,0,120.0,0,56,0,0,1,0
2016,2,0.0,0,1,58.36,0,246,1,0,0,0
2016,2,0.0,0,0,62.64,0,255,0,0,2,0
2016,1,0.0,0,0,99.5,0,2,1,0,0,0
2017,2,0.0,0,0,102.43,0,9,1,0,0,0
2016,1,0.0,0,0,91.0,0,57,0,0,0,0
2016,3,0.0,0,0,171.0,1,52,0,0,1,0
2017,3,0.0,0,0,171.0,0,63,1,0,2,0
2016,2,0.0,0,0,70.0,0,323,1,0,0,0
2017,2,0.0,0,2,90.0,1,5,1,0,0,0
2016,2,0.0,0,0,149.4,1,201,0,0,0,0
2017,1,0.0,0,0,85.0,0,79,0,0,1,0
2016,2,0.0,0,0,146.94,1,191,0,0,0,1
